Severity	Code	Description	Project	File	Line	Column	Category	Details
Error (active)	CS0103	The name '_vertexBuffer' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\ImGuiRendererD3D11.cs	70	5	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\ImGuiRendererD3D11.cs	73	1	Compiler	
Error (active)	CS0116	A namespace cannot directly contain members such as fields, methods or statements	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	4	1	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	4	9	Compiler	
Error (active)	CS0116	A namespace cannot directly contain members such as fields, methods or statements	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	5	1	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	5	9	Compiler	
Error (active)	CS0116	A namespace cannot directly contain members such as fields, methods or statements	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	5	11	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	5	24	Compiler	
Error (active)	CS0116	A namespace cannot directly contain members such as fields, methods or statements	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	6	1	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	6	10	Compiler	
Error (active)	CS0116	A namespace cannot directly contain members such as fields, methods or statements	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	6	17	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	6	21	Compiler	
Error (active)	CS0116	A namespace cannot directly contain members such as fields, methods or statements	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	7	1	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	7	24	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	8	1	Compiler	
Error (active)	CS8803	Top-level statements must precede namespace and type declarations.	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	8	2	Compiler	
Error (active)	CS8802	Only one compilation unit can have top-level statements.	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	8	2	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	9	1	Compiler	
Error (active)	CS0103	The name 'Hwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	9	35	Compiler	
Error (active)	CS0103	The name 'bb' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	9	41	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	10	1	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	13	1	Compiler	
Error (active)	CS0103	The name 'Hwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	13	20	Compiler	
Error (active)	CS0103	The name 'SHOW_WINDOW_CMD' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	13	26	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	14	1	Compiler	
Error (active)	CS0103	The name 'Hwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	14	22	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	15	1	Compiler	
Error (active)	CS0106	The modifier 'public' is not valid for this item	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	18	1	Compiler	
Error (active)	CS0103	The name '_clickThrough' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	20	5	Compiler	
Error (active)	CS0103	The name '_clickThrough' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	20	22	Compiler	
Error (active)	CS0246	The type or namespace name 'WINDOW_EX_STYLE' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	21	15	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	21	31	Compiler	
Error (active)	CS0103	The name 'Hwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	21	56	Compiler	
Error (active)	CS0103	The name 'WINDOW_LONG_PTR_INDEX' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	21	62	Compiler	
Error (active)	CS0103	The name '_clickThrough' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	22	9	Compiler	
Error (active)	CS0103	The name 'WINDOW_EX_STYLE' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	23	15	Compiler	
Error (active)	CS0103	The name 'WINDOW_EX_STYLE' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	23	51	Compiler	
Error (active)	CS0103	The name 'WINDOW_EX_STYLE' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	25	17	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	26	5	Compiler	
Error (active)	CS0103	The name 'Hwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	26	30	Compiler	
Error (active)	CS0103	The name 'WINDOW_LONG_PTR_INDEX' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	26	36	Compiler	
Error (active)	CS0106	The modifier 'public' is not valid for this item	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	30	1	Compiler	
Error (active)	CS0246	The type or namespace name 'RECT' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	30	26	Compiler	
Error (active)	CS0103	The name 'ClientWidth' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	35	5	Compiler	
Error (active)	CS0103	The name 'ClientHeight' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	36	5	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	37	5	Compiler	
Error (active)	CS0103	The name 'Hwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	37	26	Compiler	
Error (active)	CS0246	The type or namespace name 'HWND' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	37	36	Compiler	
Error (active)	CS0103	The name 'SET_WINDOW_POS_FLAGS' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	38	5	Compiler	
Error (active)	CS0103	The name 'SET_WINDOW_POS_FLAGS' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	38	41	Compiler	
Error (active)	CS0103	The name 'SET_WINDOW_POS_FLAGS' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	38	79	Compiler	
Error (active)	CS0106	The modifier 'private' is not valid for this item	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	42	1	Compiler	
Error (active)	CS0246	The type or namespace name 'LRESULT' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	42	9	Compiler	
Error (active)	CS0246	The type or namespace name 'HWND' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	42	25	Compiler	
Error (active)	CS0246	The type or namespace name 'WPARAM' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	42	46	Compiler	
Error (active)	CS0246	The type or namespace name 'LPARAM' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	42	61	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	46	14	Compiler	
Error (active)	CS0103	The name '_clickThrough' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	48	17	Compiler	
Error (active)	CS0246	The type or namespace name 'LRESULT' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	48	40	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	50	14	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	51	13	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	54	12	Compiler	
Error (active)	CS0106	The modifier 'public' is not valid for this item	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	58	1	Compiler	
Error (active)	CS0103	The name 'Hwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	60	9	Compiler	
Error (active)	CS0103	The name 'HWND' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	60	17	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	60	28	Compiler	
Error (active)	CS0103	The name 'Hwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	60	50	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\OverlayWindow.cs	62	1	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	3	14	Compiler	
Error (active)	CS0103	The name '_scHwnd' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	3	31	Compiler	
Error (active)	CS0103	The name 'rc' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	4	5	Compiler	
Error (active)	CS0103	The name 'last' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	4	16	Compiler	
Error (active)	CS0103	The name 'rc' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	4	29	Compiler	
Error (active)	CS0103	The name 'last' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	4	39	Compiler	
Error (active)	CS0103	The name 'rc' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	4	51	Compiler	
Error (active)	CS0103	The name 'last' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	4	63	Compiler	
Error (active)	CS0103	The name 'rc' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	4	77	Compiler	
Error (active)	CS0103	The name 'last' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	4	90	Compiler	
Error (active)	CS0103	The name 'overlay' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	6	5	Compiler	
Error (active)	CS0103	The name 'rc' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	6	26	Compiler	
Error (active)	CS0103	The name 'last' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	7	5	Compiler	
Error (active)	CS0103	The name 'rc' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	7	12	Compiler	
Error (active)	CS0103	The name 'lastMin' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	9	14	Compiler	
Error (active)	CS0103	The name 'overlay' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	11	5	Compiler	
Error (active)	CS0103	The name 'lastMin' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	12	5	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	15	1	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	16	1	Compiler	
Error (active)	CS0106	The modifier 'private' is not valid for this item	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	19	1	Compiler	
Error (active)	CS0246	The type or namespace name 'HWND' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	19	50	Compiler	
Error (active)	CS0103	The name 'HWND' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	21	12	Compiler	
Error (active)	CS0103	The name 'PInvoke' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	23	5	Compiler	
Error (active)	CS0246	The type or namespace name 'WNDENUMPROC' could not be found (are you missing a using directive or an assembly reference?)	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	23	29	Compiler	
Error (active)	CS0103	The name 'LPARAM' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	36	9	Compiler	
Error (active)	CS0103	The name 'HWND' does not exist in the current context	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	37	20	Compiler	
Error (active)	CS1022	Type or namespace definition, or end-of-file expected	Starboard	C:\Users\Rayla\Documents\Visual Studio Projects\Starboard\Starboard\Program.cs	39	1	Compiler	
